block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc
1,True,1,0.536,32,[],[],"[(1199, 917)]",[],[1],[57],[0.95],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,True,2,0.631,37,[],[],"[(1198, 917)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
1,True,3,1.482,88,[],[],"[(1198, 917)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,True,4,0.899,53,[],[],"[(1202, 915)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
1,False,1,0.873,52,[],[],"[(1196, 894)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,2,0.629,37,[],[],"[(1196, 929)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,3,0.676,40,[],[],"[(1156, 892)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,4,1.484,89,[],[],"[(1186, 926)]",[],[1],[120],[2.0],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,False,5,0.327,19,[],[],"[(1153, 906)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
