block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1224, 819)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.4333333333333333,nan,0,0.365,0
0,2,target,"[(1190, 843)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.4666666666666666,0.51,1,22.312,1
0,3,target,"[(1209, 829)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.95,0.546,1,27.541,1
0,4,target,"[(1203, 846)]",[],[1],[0.31666666666666665],vertical,"(390.0, 762.0)",1.3833333333333333,0.278,1,32.276,2
0,5,catch,"[(1223, 798)]",[],[1],[],vertical,"(390.0, 262.0)",1.6,nan,1,37.959,2
0,6,target,"[(1193, 797)]",[],[1],[0.35],vertical,"(890.0, 262.0)",1.5666666666666667,0.319,1,43.012,2
0,7,target,"[(1203, 816)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.3333333333333333,0.511,1,48.411,2
0,8,target,"[(1235, 797), (1205, 834)]",[],"[0, 1]",[0.85],vertical,"(890.0, 262.0)",1.05,nan,0,53.974,0
0,9,target,"[(1197, 811)]",[],[1],[0.4666666666666667],vertical,"(890.0, 262.0)",1.2166666666666666,0.433,1,59.453,1
0,10,catch,"[(1233, 813), (1199, 814)]",[],"[0, 1]",[],vertical,"(890.0, 262.0)",1.6,nan,1,64.553,1
0,11,target,"[(1231, 824), (1236, 824), (1232, 816), (1100, 896)]",[],"[0, 0, 0, 1]",[0.48333333333333334],horizontal,"(890.0, 262.0)",1.15,0.468,1,70.13,2
0,12,target,"[(1197, 854)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.5666666666666667,nan,0,104.093,0
0,13,target,"[(1106, 846)]",[],[1],[0.6833333333333333],vertical,"(390.0, 762.0)",1.1333333333333333,0.642,1,115.427,1
0,14,target,"[(1204, 816)]",[],[1],[0.43333333333333335],vertical,"(390.0, 262.0)",1.2833333333333332,0.399,1,121.8,1
0,15,target,"[(1183, 840)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.6666666666666666,nan,0,127.003,0
0,16,target,"[(1204, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.7333333333333333,nan,0,131.992,0
0,17,target,"[(1196, 815)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.25,0.445,1,136.598,1
0,18,target,"[(1208, 811)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 262.0)",1.5,0.379,1,141.83,1
0,19,target,"[(1247, 810), (1212, 798)]",[],"[0, 1]",[0.5666666666666667],vertical,"(390.0, 762.0)",1.3,0.527,1,147.062,2
